"id","title","street_number","street_name","city","state_province","country","postal_code","website","email","distributor_number","responsibility_center","customer_posting_group","customer_price_group","customer_disc_group","contact","latitude","longitude"
"46720","Dayton United Art & Education Sup.Co.","","","Centerville","Ohio","United States","45459","https://www.unitednow.com","","","","CATALOG","","","","39.644173214723104","-84.18861339846937"
"21337","Davens Ceramic Center","","","Chamblee","Georgia","United States","30341","https://davensceramiccenter.com","","","","DIST-US","","","","33.8992049","-84.3016021"
"21336","Dakota Potters Supply, LLC.","","","Sioux Falls","South Dakota","United States","57104","https://dakotapotters.com","","","","DIST-US","","","","43.6032799","-96.7172907"
"52988","D&H Ceramics","6309 Grand Ave","","Duluth","Minnesota","United States","","https://www.dandhceramics.com","","","","","","","","46.733118","-92.177833"
"45108","D.B.I Pottery Supplies","","","Co. Cork","","Ireland","T12 PPN2","http://www.dbipottery.com/","","","","DIST-INTL","","","","52.22616010426224","-8.988040943818188"
"28401","Cromartie Hobbycraft","","Park Hall Road, Longton","Stoke-On-Trent, Staffordshire","","United Kingdom","ST3 5AY","https://www.cromartiehobbycraft.co.uk","","","","DIST-INTL","","","","52.992210","-2.098830"
"21335","Creative Crafts, Inc.","9370","Florida Blvd","Baton Rouge","Louisiana","United States","70815","https://http://www.creative-crafts.com","","","","DIST-US","","","","30.454380","-91.084520"
"21334","Creative Ceramics and Glass","","","Santa Rosa","California","United States","95403","https://creativeceramicsandglass.com","","","","DIST-US","","","","38.4739555","-122.7520139"
"27622","Creative Arts Center","","","Brewer","Maine","United States","4412","https://www.creativeartscenter.net","","","","DIST-US","","","","44.787250","-68.754180"
"28055","Creativa Arte & Hobby","928","Gabriel René Moreno","La Paz","","Bolivia","2826","https://www.facebook.com/Creativa.arte.y.hobby","","","","DIST-INTL","","","","-16.543150","-68.079990"
"21272","Creakor Bvba","","","Kortemark","","Belguim","8610","https://creakor.com","","","","DIST-INTL","","","","51.0258933","3.0076914"
"31203","Country Love Crafts","10","Curzon Road","Chilton Industrial Estate","Sudbury","United Kingdom","CO10 2XW","http://www.countrylovecrafts.com","","","","DIST-INTL","","","","52.041380","0.749430"
"45096","Cornell Studio Supplies","","","Dayton","Ohio","United States","45414","https://cornellstudiosupply.com/","","","","","","","","39.851555750344026","-84.19841063296882"
"45104","Corby Kilns","","","Kettering","Northamptonshire","United Kingdom","NN16 8PU","http://www.corbykilns.co.uk/","","","","","","","","52.49156677222209","-0.7407274239820152"
"45038","Continental Clay Company – Minnesota","1101","Stinson Blvd NE","Minneapolis","Minnesota","United States","55413","https://continentalclay.com","","","","DIST-US","","","","44.995290","-93.226920"
"21331","Continental Clay Company – Colorado","5303","East 47th Avenue","Denver","Colorado","United States","80216","https://continentalclay.com","","","","DIST-US","","","","39.781460","-105.92645"
"21330","Columbus Clay","","","Columbus","Ohio","United States","43212","https://columbusclay.com","","","","DIST-US","","","","39.9826396","-83.0415078"
"52578","CM Potteramics LLC","826 15th Ave","","East Moline","Illinois","United States","61244","","","","","DIST-US","","","","41.515853","-88.441628"
"47516","ClayStation","10, Temple Tree Road, S.T. Bed Ext.","","","Bangalore, KN","India","560047","https://online.claystation.in/","","","","DIST-INTL","","","","12.934860","77.635070"
"21327","Clayscapes Pottery, Inc.","","","Syracuse","New York","United States","13204","https://clayscapespottery.com","","","","DIST-US","","","","43.0513668","-76.1841701"
"21326","Clay-King","","","Spartanburg","South Carolina","United States","29307","https://clay-king.com","","","","DIST-US","","","","35.0140988","-81.8720881"
"32100","Clay Planet","","","Santa Clara","California","United States","95050","https://shop.clay-planet.com/?gclid=Cj0KCQjwna2FBhDPARIsACAEc_V0nZ-aDFCB8TY9tonLt8o3B3ZKEiTbtJuoZCWfG4G3rrC17RO8ZqUaAq0DEALw_wcB","","","","","","","","37.3708853","-122.0025719"
"40276","Clay People, Inc","623","South 32nd Street","Richmond","California","United States","94804","https://claypeople.net/","","","","DIST-CA","","","","37.923340","-122.338570"
"21325","Clay Arts Vegas, LLC.","","","Las Vegas","Nevada","United States","89102","https://clayartsvegas.com","","","","DIST-US","","","","36.1462673","-115.1829873"
"21324","Clay Art Center","","","Tacoma","Washington","United States","98404","https://clayartcenter.net","","","","DIST-US","","","","47.2111983","-122.4144869"
"52262","Clay and Pottery Supplies","2985 Haldimand Rd 9","","York","","Canada","ON N0A 1R0","https://www.clayandpotterysupplies.com","","","","DIST-INTL","","","","43.051861","-79.754356"
"21323","Claudia’s Mud Hut","","","Pensacola","Florida","United States","32506","https://claudiasmudhut.wixsite.com/mysite","","","","DIST-US","","","","30.3979028","-87.3711477"
"21321","Chesapeake Ceramics","","","Baltimore","Maryland","United States","21227","https://chesapeakeceramics.com","","","","DIST-US","","","","39.2396095","-76.6816962"
"37544","Ceredel","","","","Panazol","France","","https://www.ceradel.fr/fr/","","","","DIST-INTL","","","","45.841970","1.292710"
"49412","Ceraterre Distribution","40 Route De Mussidan Lieu Dit","","Engauthier","Ribérac","France","24600","https://http://www.ceraplus.com/","","","","","","","","45.228380","0.357550"
"21275","Ceramics Canada","","","Calgary","Alberta","Canada","T1X 0N2","https://ceramicscanada.net","","","","DIST-INTL","","","","51.0499949","-113.9913054"
"21269","CeramiCraft","","","Bibra Lake","Western Australia","Australia","6163","https://ceramicraft.com.au","","","","DIST-INTL","","","","-32.062351","115.780899"
"35858","Ceramicart S.A.","Seminario 540","","Providencia Santiago","","Chile","","https://www.ceramicart.cl/documents/4.html","","","","DIST-INTL","","","","-33.447810","-70.627860"
"27616","Ceramicarma CIA. LTDA","","","Quito","","Ecuador","170513","https://ceramicarma.com/","","","","DIST-INTL","","","","-0.129130","-78.476370"
"44530","Ceramica, LLC.","8245","Chapel Hill Rd","Cary","North Carolina","United States","27513","https://www.ceramicasupply.com","","","","DIST-US","","","","35.791793","-78.774384"
"27615","Ceramica Collet, S.A.","","","Esparreguera","","Spain","8292","https://www.sio-2.com/es/content/26-tienda-online","","","","DIST-INTL","","","","41.539070","1.870660"
"21328","Ceramic Supply, DMV, LLC","","","Baltimore","Maryland","United States","21209","https://clayworkssupplies.com","","","","DIST-US","","","","39.370859","-76.6701475"
"35788","Ceramic Supply, DMV, LLC","5704-C","General Washington Drive","Alexandria","Virginia","United States","22312","https://clayworkssupplies.com","","","","DIST-US","","","","38.797630","-77.166560"
"21368","Ceramic Supply Pittsburgh","","","Pittsburgh","Pennsylvania","United States","15242","https://ceramicsupplypittsburgh.com","","","","DIST-US","","","","40.4313473","-80.0505401"
"21318","Ceramic Supply Inc.","","","Lodi","New Jersey","United States","17644","https://ceramic-supply-inc.myshopify.com/","","","","DIST-US","","","","40.8823215","-74.0831971"
"21317","Ceramic Supply Chicago Inc.","","","Elk Grove Village","Illinois","United States","60007","https://ceramicsupplychicago.com","","","","DIST-US","","","","42.0039178","-87.9703461"
"21316","Ceramic Store of Houston","","","Houston","Texas","United States","77008","https://ceramicstoreinc.com","","","","DIST-US","","","","29.7995924","-95.4201377"
"21315","Ceramic Shop LLC.","","","Norristown","Pennsylvania","United States","19401","https://theceramicshop.com","","","","DIST-US","","","","40.1270723","-75.3353875"
"21378","Ceramic Place, Trinidad","","","Trinidad","","West Indies","150110","https://theceramicplace.net","","","","DIST-INTL","","","","10.691803","-61.222503"
"52584","Ceramic Cottage","748","South Wheeling Ave","Tulsa","Oklahoma","United States","74104","https://ceramic-cottage.com/","","","","DIST-US","","","","36.149893","95.964894"
"21274","Ceramic Arts & Pottery Supply","","","Burlington","Ontario","Canada","L7M 1A1","https://ceramicarts.com","","","","DIST-CA","","","","43.3589149","-79.8097128"
"21293","Ceramic Art Store","","","Istanbul","","Turkey","34000","https://ceramicartstore.com","","","","DIST-INTL","","","","41.0082376","28.9783589"
"45966","Ceram Decor 81","","660 Route de Montastruc","Saint Agnan","","France","81500","http://www.ceram-decor.fr/","","","","","","","","43.73065609132268","1.7298086543540832"
"45964","Ceram Decor 69","","58 rue des Sources   Bâtiment B","Saint Genis Laval","","France","69230","http://www.ceram-decor.fr/","","","","","","","","45.89168491557283","4.793588173319382"
"45965","Ceram Decor 25","","Rue de terre rouge   ZA de terre rouge, bâtiment 9","Roche Lez Beaupré","","France","81500","","","","","","","","","47.316628686152654","6.097537443242702"
"55085","Ceradel Toulouse","22-24","Boulevard Thibaud","Toulouse","","France","31100","http://www.ceradel.fr/","","","","","","","","43.55187270721698","1.4020280539256729"
"55086","Ceradel Lyon","8","rue Jean Élysée Dupuy","Champagne-au-Mont-d'Or","","France","69410","","","","","","","","","45.801592239882","4.776985382828371"
"55084","Ceradel Aubervilliers","2","rue de la Motte","Auvilliers","","France","93300","http://www.ceradel.fr/","","","","","","","","48.90844910851326","2.395065013609414"
"55087","Ceradel Antibes","370","rue des Cistes","Antibes","","France","06600","http://www.ceradel.fr/","","","","","","","","43.60967348310645","7.073837025091896"
"32096","CCG Trading","2/25","Triton Drive","Rosedale","Auckland","New Zealand","632","https://www.ccg.co.nz/craft","","","","","","","","-36.739050","174.721590"
"28069","Casa Miriam Sa De Cv","","Av. Sierra Nevada 619","San Salvador","","El Salvador","3222","","","","","DIST-INTL","","","","13.657250","-89.169550"
"21313","Carolina Clay Connection, LLC.","","","Charlotte","North Carolina","United States","28134","https://carolinaclay.com","","","","DIST-US","","","","35.241800","-80.839100"
"27614","C4C-Keramikstudio Annette.e.k","","","Leinburg","","Germany","91227","","","","","DIST-INTL","","","","49.455880","11.284720"
"21268","Brookvale Ceramics","","","Sydney","New South Wales","Australia","2100","https://brookvaleceramics.com.au","","","","DIST-INTL","","","","-33.7645979","151.2627078"
"21311","Brickyard Ceramics & Crafts","","","Indianapolis","Indiana","United States","46254","https://brickyardceramics.com","","","","DIST-US","","","","39.8494377","-86.2666463"
"29179","Breezecolour","","","St. Petersburg, Novocherkassky","","Russia","187015","https://breezecolor.ru/","","","","","","","","59.916880","30.313020"
"32095","Bracker’s Good Earth Clays","","","Lawrence","Kansas","United States","66044","https://www.brackers.com/","","","","","","","","38.951904","-95.2649576"
"46245","Borkheider Werkstatt für Keramik & Töpfern","","In den langen Stücken 12","Borkheide","","Germany","14822","https://www.keramik-toepfern.de/","","","","","","","","52.21614759373734","12.857464370175745"
"51845","Bluematchbox Potters Supplies","9XRV+38","","Reading","","United Kingdom","","","","","","","","","","51.390265080619336","-1.0067582912232784"
"50771","Blick Art Materials","","","Tempe","Arizona","United States","85288","https://www.dickblick.com/","","","","DIST-US","","","","33.42315876","-111.9247198"
"50777","Blick Art Materials","","","Fort Lauderdale","Florida","United States","33334","https://www.dickblick.com/","","","","DIST-US","","","","26.16741933","-80.13302897"
"50776","Blick Art Materials","","","Sacramento","California","United States","95825","https://www.dickblick.com/","","","","DIST-US","","","","38.58246716","-121.4159753"
"50775","Blick Art Materials","","","Milwaukee","Wisconsin","United States","53202","https://www.dickblick.com/","","","","DIST-US","","","","43.03180742","-87.90811807"
"50774","Blick Art Materials","","","Santa Monica","California","United States","90405","https://www.dickblick.com/","","","","DIST-US","","","","34.00676168","-118.4763142"
"50773","Blick Art Materials","","","Brooklyn","New York","United States","11205","https://www.dickblick.com/","","","","DIST-US","","","","40.69361557","-73.96336482"
"50772","Blick Art Materials","","","Salt Lake City","Utah","United States","84106","https://www.dickblick.com/","","","","DIST-US","","","","40.72585861","-111.8616914"
"50749","Blick Art Materials","","","Beaverton","Oregon","United States","97005","https://www.dickblick.com/","","","","DIST-US","","","","45.50031547","-122.8050452"
"50760","Blick Art Materials","","","Philadelphia","Pennsylvania","United States","19107","https://www.dickblick.com/","","","","DIST-US","","","","39.95081891","-75.1630789"
"50750","Blick Art Materials","","","Omaha Dodge","Nebraska","United States","68114","https://www.dickblick.com/","","","","DIST-US","","","","41.2589712","-96.03666344"
"50751","Blick Art Materials","","","Glendale","Arizona","United States","85308","https://www.dickblick.com/","","","","DIST-US","","","","33.64658721","-112.2216547"
"50752","Blick Art Materials","","","Chicago","Illinois","United States","60603","https://www.dickblick.com/","","","","DIST-US","","","","41.88478897","-87.62854532"
"50753","Blick Art Materials","","","Roseville","Minnesota","United States","55113","https://www.dickblick.com/","","","","DIST-US","","","","45.01244104","-93.17802432"
"50754","Blick Art Materials","","","Allentown","Pennsylvania","United States","18103","https://www.dickblick.com/","","","","DIST-US","","","","40.55613393","-75.49176015"
"50755","Blick Art Materials","","","Columbus","Ohio","United States","43235","https://www.dickblick.com/","","","","DIST-US","","","","40.10089159","-83.09006119"
"50756","Blick Art Materials","","","Iowa City","Iowa","United States","52240","https://www.dickblick.com/","","","","DIST-US","","","","41.65883046","-91.53503585"
"50757","Blick Art Materials","","","Rosewell","Georgia","United States","30075","https://www.dickblick.com/","","","","DIST-US","","","","34.06297885","-84.39940357"
"50758","Blick Art Materials","","","Los Angeles","California","United States","90025","https://www.dickblick.com/","","","","DIST-US","","","","34.04564243","-118.4529897"
"50759","Blick Art Materials","","","Wheaton","Illinois","United States","60187","https://www.dickblick.com/","","","","DIST-US","","","","41.83087388","-88.10110905"
"50770","Blick Art Materials","","","Cleveland Heights","Ohio","United States","44106","https://www.dickblick.com/","","","","DIST-US","","","","41.51115025","-81.58073566"
"50761","Blick Art Materials","","","Edina","Minnesota","United States","55435","https://www.dickblick.com/","","","","DIST-US","","","","44.87040055","-93.3284675"
"50762","Blick Art Materials","","","Seattle","Washington","United States","98122","https://www.dickblick.com/","","","","DIST-US","","","","47.61560149","-122.3207004"
"50763","Blick Art Materials","","","Galesburg","Illinois","United States","61401","https://www.dickblick.com/","","","","DIST-US","","","","",""
"50764","Blick Art Materials","","","Atlanta","Georgia","United States","30309","https://www.dickblick.com/","","","","DIST-US","","","","33.77890815","-84.3844186"
"50765","Blick Art Materials","","","Detroit","Michigan","United States","48201","https://www.dickblick.com/","","","","DIST-US","","","","42.35381581","-83.06266027"
"50766","Blick Art Materials","","","Kansas","Missouri","United States","64111","https://www.dickblick.com/","","","","DIST-US","","","","39.05094804","-94.58699328"
"50767","Blick Art Materials","","","Baltimore","Maryland","United States","21201","https://www.dickblick.com/","","","","DIST-US","","","","39.30177363","-76.61921999"
"50768","Blick Art Materials","","","Miami","Florida","United States","33143","https://www.dickblick.com/","","","","DIST-US","","","","25.6998343","-80.29421503"
"50769","Blick Art Materials","","","Royal Oak","Michigan","United States","48067","https://www.dickblick.com/","","","","DIST-US","","","","42.5018473","-83.16997979"
"21310","Blick Art Materials","","","Galesburg","Illinois","United States","61401","https://www.dickblick.com","","","","CATALOG","","","","40.9478158","-90.3712395"
"50725","Blick Art Materials","","","Pasadena","California","United States","91105","https://www.dickblick.com/","","","","DIST-US","","","","34.14504486","-118.1486947"
"50726","Blick Art Materials","","","Oakland","California","United States","94618","https://www.dickblick.com/","","","","DIST-US","","","","37.83761866","-122.2507885"
"50727","Blick Art Materials","","","San Diego","California","United States","92101","https://www.dickblick.com/","","","","DIST-US","","","","32.72435563","-117.168756"
"50728","Blick Art Materials","","","Chicago","Illinois","United States","60622","https://www.dickblick.com/","","","","DIST-US","","","","41.90985075","-87.65373103"
"50729","Blick Art Materials","","","Evanston","Illinois","United States","60201","https://www.dickblick.com/","","","","DIST-US","","","","42.04975387","-87.68458502"
"50730","Blick Art Materials","","","New York","New York","United States","10013","https://www.dickblick.com/","","","","DIST-US","","","","40.72066089","-74.00146929"
"50731","Blick Art Materials","","","New York","New York","United States","10003","https://www.dickblick.com/","","","","DIST-US","","","","40.6951171","-73.7803838"
"50732","Blick Art Materials","","","Boston","Massachusetts","United States","2215","https://www.dickblick.com/","","","","DIST-US","","","","42.3443331","-71.10301549"
"50733","Blick Art Materials","","","New York","New York","United States","10027","https://www.dickblick.com/","","","","DIST-US","","","","40.8103686","-73.95024264"
"50734","Blick Art Materials","","","San Francisco","California","United States","94103","https://www.dickblick.com/","","","","DIST-US","","","","37.78257138","-122.4096203"
"50735","Blick Art Materials","","","Carle Place","New York","United States","11514","https://www.dickblick.com/","","","","DIST-US","","","","40.74572385","-73.61775567"
"50736","Blick Art Materials","","","Paramus","New Jersey","United States","7652","https://www.dickblick.com/","","","","DIST-US","","","","40.92024448","-74.0658646"
"50737","Blick Art Materials","","","New York","New York","United States","10002","https://www.dickblick.com/","","","","DIST-US","","","","40.74086095","-73.99395819"
"50738","Blick Art Materials","","","Dearborn","Michigan","United States","48126","https://www.dickblick.com/","","","","DIST-US","","","","42.32027613","-83.1818243"
"50739","Blick Art Materials","","","Plainville","Connecticut","United States","6062","https://www.dickblick.com/","","","","DIST-US","","","","41.69152363","-72.84594942"
"50740","Blick Art Materials","","","Brooklyn","New York","United States","11217","https://www.dickblick.com/","","","","DIST-US","","","","40.68772896","-73.97958384"
"50741","Blick Art Materials","","","St. Louis","Missouri","United States","63144","https://www.dickblick.com/","","","","DIST-US","","","","38.61767623","-90.33474795"
"50742","Blick Art Materials","","","Portland","Oregon","United States","97209","https://www.dickblick.com/","","","","DIST-US","","","","45.52695005","-122.6825173"
"50743","Blick Art Materials","","","Schaumburg","Illinois","United States","60173","https://www.dickblick.com/","","","","DIST-US","","","","42.051807","-88.0679306"
"50744","Blick Art Materials","","","Tampa","Florida","United States","33607","https://www.dickblick.com/","","","","DIST-US","","","","27.95631251","-82.52441749"
"50745","Blick Art Materials","","","Savannah","Georgia","United States","31401","https://www.dickblick.com/","","","","DIST-US","","","","32.07832078","-81.08800602"
"50746","Blick Art Materials","","","Las Vegas","Nevada","United States","89146","https://www.dickblick.com/","","","","DIST-US","","","","36.15974205","-115.2310841"
"50747","Blick Art Materials","","","Berkeley","California","United States","94702","https://www.dickblick.com/","","","","DIST-US","","","","37.87935397","-122.2970203"
"50748","Blick Art Materials","","","Cambridge","Massachusetts","United States","2139","https://www.dickblick.com/","","","","DIST-US","","","","42.36551796","-71.10313564"
"50721","BKLYN CLAY LLC","","","Brooklyn","New York","United States","11238","https://bklynclay.com","","","","DIST-US","","","","40.681282078075284","-73.97066263114012"
"51128","BKLYN CLAY LLC","535 Carlton Ave","","Brooklyn","New York","United States","11238","https://bklynclay.com","","","","DIST-US","","","","40.682339","-73.970619"
"21309","Bisque Imports","","","Belmont","North Carolina","United States","28012","https://www.bisqueimports.com/","","","","DIST-US","","","","35.2429175","-81.037297"
"49004","Big Creek Clay","12021 Ravenna Rd","","Cardon","Ohio","United States","44024","https://www.bigcreekclay.com","","","","DEALERS","","","","41.544420","-81.192980"
"27613","Bercher Ceramic Supply, Inc","","","Oklahoma City","Oklahoma","United States","73149","http://www.bercherceramicsupply.com/","","","","DIST-US","","","","35.376560","-97.491020"
"45974","Bendix, SA","","Gremi di Ferrers, 48","Palma de Mallorca","","Spain","07009","http://bendix.net/","","","","","","","","39.60368796234369","2.6740243961645542"
"46244","Bay Ceramics","","","Sochi","Krasnodar Territory","Russia","","https://bayceramics.ru/","","","","","","","","45.033450","38.980200"
"45103","Bath Potters Supplies Ltd","","","Radstock","","United Kingdom","","https://www.bathpotters.co.uk/","","","","","","","","51.280673120113626","-2.466202601726868"
"21308","Bailey Ceramic Supply","","","Kingston","New York","United States","12402","https://www.baileypottery.com","","","","DIST-US","","","","41.9274042","-74.0166785"
"21307","Atlantic Pottery Supply, Inc.","1904 Debarry Ave","Debarry Ave","Orange Park","Florida","United States","32073","http://atlanticpotterysupply.com","","","","DIST-US","","","","30.166260","-81.720900"
"48188","Artesania Chopo S.L.","Colegiata 16","","","Madrid","Spain","28012","https://www.artesaniachopo.com","","","","DIST-INTL","","","","40.413340","-3.707110"
"55449","Artea CR SA","Lagunilla de la sede de la","UNA 200 Norte","Heredia","","Costa Rica","106","https://www.arteacr.com","","","","DIST-INTL","","","","10.022687","-84.144042"
"45095","Art Supply Depo – Sylvania","","","Sylvania","Ohio","","43560","https://artsupplydepo.com/","","","","","","","","41.718387145712164","-83.70350351735792"
"45094","Art Supply Depo – Bowling Green","","","Bowling Green","Ohio","United States","43402","https://artsupplydepo.com/","","","","","","","","41.375106378539726","-83.64486617133635"
"45963","Art d’Argile","","Kristalweg 6","DA Herten","","Netherlands","6049","http://www.argile.nl/","","","","","","","","51.20148230808922","5.967373816193607"
"45142","Art Craft Studio INC","1620","Commercial St","Waterloo","Iowa","United States","50702","https://www.facebook.com/profile.php?id=100063707763795","","","","","","","","42.487768688405446","-92.32857879646437"
"21305","Armadillo Clay","","","Austin","Texas","United States","78702","http://armadilloclay.com","","","","DIST-US","","","","30.2603535","-97.7145152"
"45948","Argile et Création","","Ch. Albert-Louis Chappuis 5","Vulliens","","Switzerland","1085","https://argilecreation.ch/","","","","","","","","46.69824563815741","6.822265688257199"
"21304","Archie Bray Foundation Clay","","","Helena","Montana","United States","59602","http://archiebrayclay.com","","","","DIST-US","","","","46.5891452","-112.0391057"
"48911","American Slip Company","4950","Co Road 1510","Pomona","Missouri","United States","65789","https://learnfiredarts.com/","","","","DIST-US","","","","36.876710","-91.906470"
"21303","American Cer. Sup. Co.","","","Ft. Worth","Texas","United States","76105","https://americanceramics.com","","","","DIST-US","","","","32.7274015","-97.2706807"
"28910","Alpha Fired Arts","4675 Aldona Lane","Aldona Lane","Sacramento","California","United States","95841","http://www.alphafiredarts.com/","","","","DIST-US","","","","38.649770","-121.360810"
"21302","Allison Ceramic Supply, Inc.","","","Columbus","Georgia","United States","31907","https://allisonceramicsupply.com","","","","DIST-US","","","","32.4559867","-84.8776392"
"21301","AlleyKat Ceramics","","","Gulfport","Mississippi","United States","39507","https://alleykatceramics.com","","","","DIST-US","","","","30.3918615","-89.0322699"
"40925","Allen’s Ceramics","1747","Gibson Ave","Odgen","Utah","United States","84404","https://www.facebook.com/allensceramics/","","","","DIST-US","","","","41.235750","-111.984920"
"45093","All Fired Up About Ceramics","","","Wilmington","Ohio","United States","45177","http://www.allfiredupaboutceramics.com/","","","","","","","","39.44426951832001","-83.82821765974136"
"21300","Alabama Art Supply, Inc.","","","Birmingham","Alabama","United States","35205","https://alabamaart.com","","","","DIST-US","","","","33.489895","-86.8094808"
"32094","AFP de Figueiredo","","","Sao Paulo","","Brazil","01310-100","","","","","","","","","-23.5479458","-46.6358691"
"21289","Adonai Pottery Supply Inc.","","","Busan","","South Korea","48269","","","","","DIST-INTL","","","","35.1795543","129.0756416"
"21299","Adobi Ceramics, Inc.","","","Columbus","Ohio","United States","43219","","","","","DIST-US","","","","40.0415191","-82.9178838"
"45092","Act 3 Pottery & Supplies","","","Connersville","Indiana","United States","47331","https://www.act3pottery.com/","","","","","","","","39.64963452464759","-85.13468759999998"
"21297","Aardvark Clay & Supply, Inc.","","","Santa Ana","California","United States","92705","https://aardvarkclay.com","","","","DIST-US","","","","33.724560","-117.851880"
"42323","1240.Design","Al. Wyscigowa 14a/204","","","Warsaw","Poland","02-681","https://www.1240.design","","","","DIST-INTL","","","","52.167370","21.011150"
